traveler_id,start_location,destination,days_stayed,budget_tier,pace,places_visited,famous_things_to_do,food_preference,restaurant,best_dish,transport_to_destination,transport_name,local_transport,rating
1309,Bengaluru,"New Delhi, Delhi NCR",7,Budget,Relaxed,"Lotus Temple, Qutub Minar, Akshardham Temple","Bargain shopping in Connaught Place, Exploring heritage Lodhi gardens, Rickshaw ride in Chandni Chowk lanes",Mixed,Bukhara ITC Maurya,Spicy Chole Bhature,Flight,Insel Air (7I/INC) (Priv) 7I-2637,private taxi,4.9
1310,London,"Paris, France",7,Budget,Moderate,"Eiffel Tower, Louvre Museum, Sacré-Cœur Basilica, Palace of Versailles","Climbing the Eiffel Tower summit, Picnicking in Luxembourg Gardens, Boutique shopping in Marais",Mixed,Café de Flore,Escargot,Train,Paris Intercity Express,walking,4.3
1311,Hyderabad,"Agra & Taj Mahal, UP",7,Budget,Fast,"Taj Mahal, Agra Fort, Mehtab Bagh sunset, Fatehpur Sikri","Watching Taj sunrise, Exploring massive red-stone forts",Vegetarian,Sheroes Hangout,Butter Chicken,Bus,Agra & Taj Mahal Intercity Express,private taxi,5.0
1312,Kolkata,"Paris, France",7,Mid-Range,Relaxed,"Luxembourg Gardens, Louvre Museum, Palace of Versailles, Sacré-Cœur Basilica","Climbing the Eiffel Tower summit, Boutique shopping in Marais, Picnicking in Luxembourg Gardens",Local,Le Comptoir du Relais,Gourmet Falafel Pita,Train,Paris Intercity Express,RER train,4.9
1313,Dubai,"Kolkata, West Bengal",7,Budget,Moderate,"Indian Museum, Howrah Bridge, Princep Ghat Boating, Dakshineswar Kali Temple","Tasting Roshogollas at K.C. Das, Riding a heritage Kolkata tram, Watching Hooghly sunset at Princep Ghat",Mixed,Peter Cat Park Street,Double Egg Chicken Kathi Roll,Flight,CAL Cargo Air Lines 5C-463,yellow taxi,4.7
1314,Mumbai,"Paris, France",7,Mid-Range,Fast,"Palace of Versailles, Luxembourg Gardens, Louvre Museum","Seine River twilight cruise, Picnicking in Luxembourg Gardens",Vegetarian,Le Comptoir du Relais,Escargot,Bus,Paris Intercity Express,velib bicycle,5.0
1315,New Delhi,"Tokyo, Japan",7,Luxury,Relaxed,"Meiji Jingu Shrine, Imperial Palace East Gardens, teamLab Planets, Tokyo Skytree","Taking a Fuji day trip, Walking the Shibuya Scramble, Experiencing teamLab digital art",Mixed,Omoide Yokocho street stalls,Kaiseki Multi-course,Flight,Air Canada AC-2181,walking,4.7
1316,Hyderabad,"Jaipur, Rajasthan",7,Mid-Range,Fast,"City Palace, Hawa Mahal, Amber Fort, Jal Mahal Lake","Bapu Bazaar leather shopping, Traditional hand-block printing",Local,Caffe Palladio,Traditional sweet Malpua,Flight,Era Alaska 7H-1038,scooter,4.7
1317,San Francisco,"Mumbai, Maharashtra",7,Budget,Moderate,"Haji Ali ocean mosque, Gateway of India, Chhatrapati Shivaji Terminus","Ferry ride across harbor, Vectoring basalt cave temples",Vegetarian,Bademiya late-night grill,Sev Puri / Bhel Puri snacks,Train,Mumbai Intercity Express,yellow-black taxi,4.7
1318,Chennai,"New Delhi, Delhi NCR",7,Mid-Range,Moderate,"Lotus Temple, Red Fort, Qutub Minar","Rickshaw ride in Chandni Chowk lanes, Tasting golgappa street foods, Exploring heritage Lodhi gardens",Local,Bukhara ITC Maurya,Dahi Bhalla Chat,Train,New Delhi Intercity Express,auto-rickshaw,4.9
1319,Kolkata,"Tokyo, Japan",7,Budget,Fast,"Tokyo Skytree, Imperial Palace East Gardens, teamLab Planets","Anime shopping in Akihabara, Taking a Fuji day trip",Local,Gyoza Lou Harajuku,Fatty Tuna Sushi,Flight,Airlinair A5-2438,subway,4.3
1320,Ahmedabad,"Paris, France",7,Mid-Range,Relaxed,"Notre-Dame Cathedral, Palace of Versailles, Sacré-Cœur Basilica","Picnicking in Luxembourg Gardens, Boutique shopping in Marais",Non-Vegetarian,La Maison Rose Montmartre,Croque-monsieur,Train,Paris Intercity Express,RER train,4.8
1321,London,"Rome, Italy",7,Mid-Range,Moderate,"Pantheon, Vatican Museums, Trevi Fountain","Throwing coins in Trevi Fountain, Cycling the Appian Way",Vegetarian,Luzi Trattoria Colosseo,Artisanal Gelato,Train,Rome Intercity Express,tram,4.9
1322,Tokyo,"Paris, France",7,Mid-Range,Relaxed,"Luxembourg Gardens, Notre-Dame Cathedral, Sacré-Cœur Basilica","Boutique shopping in Marais, Seine River twilight cruise",Vegetarian,Café de Flore,Escargot,Flight,Air Berlin AB-508,Paris Metro,4.9
1323,Singapore,"Tokyo, Japan",7,Luxury,Moderate,"Senso-ji Temple, Tokyo Skytree, Imperial Palace East Gardens, Meiji Jingu Shrine","Taking a Fuji day trip, Walking the Shibuya Scramble",Vegetarian,Ichiran Ramen Shibuya,Yakitori Skewers,Bus,Tokyo Intercity Express,JR train,4.5
1324,Chennai,"Tokyo, Japan",7,Budget,Moderate,"Meiji Jingu Shrine, teamLab Planets, Senso-ji Temple","Walking the Shibuya Scramble, Anime shopping in Akihabara",Non-Vegetarian,Daiwa Sushi Tsukiji,Tonkotsu Ramen,Bus,Tokyo Intercity Express,subway,4.9
1325,London,"Kolkata, West Bengal",7,Mid-Range,Relaxed,"Science City, Victoria Memorial, Dakshineswar Kali Temple","Tasting Roshogollas at K.C. Das, Riding a heritage Kolkata tram, Exploring Kumartuli clay artisan village",Non-Vegetarian,Flurys British Tea Room,Double Egg Chicken Kathi Roll,Train,Kolkata Intercity Express,heritage tram,4.7
1326,New York,"Tokyo, Japan",7,Luxury,Relaxed,"Meiji Jingu Shrine, Shibuya Crossing, teamLab Planets","Walking the Shibuya Scramble, Taking a Fuji day trip",Non-Vegetarian,Omoide Yokocho street stalls,Kaiseki Multi-course,Train,Tokyo Intercity Express,JR train,4.6
1327,Hyderabad,"Agra & Taj Mahal, UP",7,Mid-Range,Fast,"Mehtab Bagh sunset, Taj Mahal, Tomb of Akbar","Exploring massive red-stone forts, Watching Taj sunrise",Vegetarian,Mama Chicken Franky,Sweet Angoori Petha,Flight,Svyaz Rossiya 7R-2468,private taxi,4.7
1328,New Delhi,"Kolkata, West Bengal",7,Luxury,Moderate,"Science City, Victoria Memorial, Indian Museum, Howrah Bridge","Tasting Roshogollas at K.C. Das, Watching Hooghly sunset at Princep Ghat",Vegetarian,6 Ballygunge Place Bengali,Chelomesh mixed platter,Flight,American Airlines AA-963,yellow taxi,4.4
1329,Kolkata,"Bali, Indonesia",7,Budget,Relaxed,"Tegallalang Rice Terraces, Kelingking Cliff Penida, Uluwatu Cliff Temple","Riding a giant valley swing, Hiking Mount Batur at sunrise",Vegetarian,Sari Organik fields,Mie Goreng,Flight,Jet Airways 9W-640,private taxi,4.3
1330,New York,"Agra & Taj Mahal, UP",7,Luxury,Moderate,"Mathura Krishna Janmabhoomi, Tomb of Akbar, Agra Fort","Exploring massive red-stone forts, spiritual chanting at temples, Marble-inlay souvenir shopping",Vegetarian,Mama Chicken Franky,Hot Mughlai chicken rolls,Flight,Air Canada AC-1160,private taxi,4.8
1331,Kolkata,"New Delhi, Delhi NCR",7,Luxury,Relaxed,"Red Fort, Humayun's Tomb, Akshardham Temple","Tasting golgappa street foods, Bargain shopping in Connaught Place, Rickshaw ride in Chandni Chowk lanes",Non-Vegetarian,Karim's Old Delhi,Dahi Bhalla Chat,Train,New Delhi Intercity Express,private taxi,4.4
1332,Tokyo,"Kolkata, West Bengal",7,Mid-Range,Relaxed,"Princep Ghat Boating, Dakshineswar Kali Temple, Howrah Bridge, Science City","Watching Hooghly sunset at Princep Ghat, Exploring Kumartuli clay artisan village, Taking a yellow taxi ride over Howrah Bridge",Mixed,Peter Cat Park Street,Mishti Doi and Sandesh desserts,Train,Kolkata Intercity Express,Kolkata Metro,5.0
1333,New York,"Mumbai, Maharashtra",7,Luxury,Fast,"Chhatrapati Shivaji Terminus, Gateway of India, Dhobi Ghat Mahalaxmi, Marine Drive Queen's Necklace","Vectoring basalt cave temples, Ferry ride across harbor",Non-Vegetarian,Bademiya late-night grill,Sev Puri / Bhel Puri snacks,Train,Mumbai Intercity Express,yellow-black taxi,4.6
1334,London,"Rome, Italy",7,Mid-Range,Fast,"Spanish Steps, Vatican Museums, Pantheon, Trevi Fountain","Hands-on pasta making class, Throwing coins in Trevi Fountain, Cycling the Appian Way",Local,Da Enzo al 29 Trastevere,Tiramisu,Train,Rome Intercity Express,vespa scooter,4.5
1335,Hyderabad,"Mumbai, Maharashtra",7,Mid-Range,Moderate,"Marine Drive Queen's Necklace, Elephanta Island Caves, Chhatrapati Shivaji Terminus, Gateway of India","Watching Dabbawalas sort lunches, Vectoring basalt cave temples",Non-Vegetarian,Swati Snacks vegetarian,Sev Puri / Bhel Puri snacks,Train,Mumbai Intercity Express,yellow-black taxi,4.8
1336,Tokyo,"Rome, Italy",7,Luxury,Relaxed,"Spanish Steps, Pantheon, Vatican Museums, St. Peter's Basilica","Hands-on pasta making class, Walking through bohemian Trastevere",Mixed,Pizzeria Da Baffetto,Tiramisu,Train,Rome Intercity Express,metro,4.3
1337,Dubai,"Bali, Indonesia",7,Mid-Range,Fast,"Kelingking Cliff Penida, Tegallalang Rice Terraces, Uluwatu Cliff Temple","Sunset Kecak Fire Dance, Riding a giant valley swing, Hiking Mount Batur at sunrise",Local,Sun Sun Warung Ubud,Nasi Campur Balinese,Bus,Bali Intercity Express,walking,4.3
1338,London,"Rome, Italy",7,Budget,Relaxed,"Colosseum, Spanish Steps, Trevi Fountain","Throwing coins in Trevi Fountain, Walking through bohemian Trastevere, Cycling the Appian Way",Non-Vegetarian,Luzi Trattoria Colosseo,Thin Roman-style Pizza,Flight,American Airlines AA-2591,metro,4.3
1339,Ahmedabad,"New York City, USA",7,Mid-Range,Moderate,"Central Park, High Line Park, Times Square","Watching a Broadway musical, Picnicking in Bryant Park, Renting a bicycle in Central Park",Vegetarian,Joe's Pizza Times Square,Hot Pastrami Sandwich,Flight,Air Berlin AB-2720,walking,4.8
1340,Singapore,"Paris, France",7,Mid-Range,Moderate,"Sacré-Cœur Basilica, Notre-Dame Cathedral, Louvre Museum, Palace of Versailles","Climbing the Eiffel Tower summit, Picnicking in Luxembourg Gardens, Boutique shopping in Marais",Local,Café de Flore,Escargot,Flight,Pinnacle Airlines 9E-2522,RER train,4.5
1341,Chennai,"Bali, Indonesia",7,Luxury,Fast,"Kelingking Cliff Penida, Tegallalang Rice Terraces, Ubud Monkey Forest, Uluwatu Cliff Temple","Sunset Kecak Fire Dance, Participating in water purification, Riding a giant valley swing",Vegetarian,Sun Sun Warung Ubud,Gourmet Smoothie Bowl,Bus,Bali Intercity Express,private taxi,4.5
1342,London,"Jaipur, Rajasthan",7,Budget,Relaxed,"Amber Fort, City Palace, Jantar Mantar, Hawa Mahal","Bapu Bazaar leather shopping, Watching Nahargarh sunset view",Mixed,Chokhi Dhani resort,Dal Baati Churma Rajasthani,Train,Jaipur Intercity Express,private taxi,4.5
1343,Mumbai,"Kolkata, West Bengal",7,Mid-Range,Moderate,"Dakshineswar Kali Temple, Science City, Princep Ghat Boating, Victoria Memorial","Taking a yellow taxi ride over Howrah Bridge, Tasting Roshogollas at K.C. Das",Non-Vegetarian,6 Ballygunge Place Bengali,Mutton Biryani Kolkata Style,Bus,Kolkata Intercity Express,walking,4.2
1344,Ahmedabad,"New Delhi, Delhi NCR",7,Mid-Range,Relaxed,"India Gate memorial, Lotus Temple, Red Fort, Qutub Minar","Exploring heritage Lodhi gardens, Tasting golgappa street foods",Mixed,Bukhara ITC Maurya,Stuffed Mixed Paranthas,Train,New Delhi Intercity Express,auto-rickshaw,4.9
1345,New York,"New Delhi, Delhi NCR",7,Mid-Range,Relaxed,"Qutub Minar, Humayun's Tomb, Lotus Temple","Exploring heritage Lodhi gardens, Rickshaw ride in Chandni Chowk lanes",Local,Karim's Old Delhi,Spicy Chole Bhature,Train,New Delhi Intercity Express,private taxi,4.7
1346,Ahmedabad,"Agra & Taj Mahal, UP",7,Mid-Range,Fast,"Agra Fort, Taj Mahal, Tomb of Akbar, Fatehpur Sikri","Watching Taj sunrise, Marble-inlay souvenir shopping",Vegetarian,Sheroes Hangout,Hot Mughlai chicken rolls,Train,Agra & Taj Mahal Intercity Express,e-rickshaw,4.8
1347,Ahmedabad,"Kolkata, West Bengal",7,Luxury,Relaxed,"Victoria Memorial, Science City, Howrah Bridge","Exploring Kumartuli clay artisan village, Tasting Roshogollas at K.C. Das",Mixed,6 Ballygunge Place Bengali,Kosha Mangsho mutton with Luchi,Flight,Azul AD-2390,heritage tram,4.4
1348,New York,"Rome, Italy",7,Luxury,Relaxed,"Spanish Steps, Pantheon, St. Peter's Basilica, Vatican Museums","Throwing coins in Trevi Fountain, Hands-on pasta making class, Cycling the Appian Way",Mixed,Pizzeria Da Baffetto,Thin Roman-style Pizza,Bus,Rome Intercity Express,metro,4.4
1349,Mumbai,"New Delhi, Delhi NCR",7,Luxury,Moderate,"Qutub Minar, India Gate memorial, Akshardham Temple, Lotus Temple","Exploring heritage Lodhi gardens, Bargain shopping in Connaught Place, Rickshaw ride in Chandni Chowk lanes",Non-Vegetarian,Karim's Old Delhi,Spicy Chole Bhature,Train,New Delhi Intercity Express,auto-rickshaw,4.2
1350,Tokyo,"Rome, Italy",7,Budget,Moderate,"Spanish Steps, St. Peter's Basilica, Pantheon","Cycling the Appian Way, Hands-on pasta making class",Mixed,Luzi Trattoria Colosseo,Tiramisu,Flight,Redhill Aviation 8L-1546,tram,4.8
1351,Singapore,"Rome, Italy",7,Mid-Range,Fast,"Pantheon, Spanish Steps, Trevi Fountain","Walking through bohemian Trastevere, Cycling the Appian Way, Throwing coins in Trevi Fountain",Local,Pizzeria Da Baffetto,Artisanal Gelato,Bus,Rome Intercity Express,metro,4.4
1352,Chennai,"New Delhi, Delhi NCR",7,Luxury,Moderate,"India Gate memorial, Akshardham Temple, Humayun's Tomb, Lotus Temple","Bargain shopping in Connaught Place, Exploring heritage Lodhi gardens, Rickshaw ride in Chandni Chowk lanes",Vegetarian,Bukhara ITC Maurya,Spicy Chole Bhature,Bus,New Delhi Intercity Express,auto-rickshaw,4.9
1353,London,"Jaipur, Rajasthan",7,Budget,Fast,"Jantar Mantar, Nahargarh Fort, Amber Fort","Royal fort trekking, Watching Nahargarh sunset view, Traditional hand-block printing",Non-Vegetarian,Chokhi Dhani resort,Dal Baati Churma Rajasthani,Bus,Jaipur Intercity Express,e-rickshaw,4.4
1354,Pune,"Kolkata, West Bengal",7,Budget,Moderate,"Indian Museum, Dakshineswar Kali Temple, Science City","Riding a heritage Kolkata tram, Taking a yellow taxi ride over Howrah Bridge, Exploring Kumartuli clay artisan village",Vegetarian,Arsalan Mughlai Restaurant,Chelomesh mixed platter,Flight,American Airlines AA-1966,yellow taxi,4.8
1355,Dubai,"Mumbai, Maharashtra",7,Mid-Range,Fast,"Haji Ali ocean mosque, Dhobi Ghat Mahalaxmi, Elephanta Island Caves, Gateway of India","Vectoring basalt cave temples, Renting bicycles in forest, Ferry ride across harbor",Local,Leopold Cafe Colaba,Butter Garlic Crab,Bus,Mumbai Intercity Express,yellow-black taxi,4.4
1356,Chennai,"Mumbai, Maharashtra",7,Mid-Range,Moderate,"Dhobi Ghat Mahalaxmi, Elephanta Island Caves, Gateway of India, Marine Drive Queen's Necklace","Vectoring basalt cave temples, Watching Dabbawalas sort lunches",Mixed,Cafe Mondegar Colaba,Keema Pav platter,Train,Mumbai Intercity Express,local train,4.4
1357,San Francisco,"Paris, France",7,Budget,Moderate,"Palace of Versailles, Sacré-Cœur Basilica, Luxembourg Gardens","Picnicking in Luxembourg Gardens, Boutique shopping in Marais, Climbing the Eiffel Tower summit",Vegetarian,Café de Flore,Butter Croissants,Flight,American Airlines AA-2576,RER train,4.7
1358,Paris,"New Delhi, Delhi NCR",7,Luxury,Fast,"Akshardham Temple, Qutub Minar, Lotus Temple","Bargain shopping in Connaught Place, Tasting golgappa street foods",Mixed,Bukhara ITC Maurya,Spicy Chole Bhature,Train,New Delhi Intercity Express,auto-rickshaw,4.7
1359,San Francisco,"Mumbai, Maharashtra",7,Mid-Range,Moderate,"Gateway of India, Haji Ali ocean mosque, Elephanta Island Caves, Dhobi Ghat Mahalaxmi","Vectoring basalt cave temples, Renting bicycles in forest",Mixed,Cafe Mondegar Colaba,Sev Puri / Bhel Puri snacks,Train,Mumbai Intercity Express,metered auto,4.4
1360,Paris,"Mumbai, Maharashtra",7,Budget,Fast,"Dhobi Ghat Mahalaxmi, Marine Drive Queen's Necklace, Chhatrapati Shivaji Terminus","Ferry ride across harbor, Vectoring basalt cave temples",Non-Vegetarian,Trishna seafood diner,Butter Garlic Crab,Bus,Mumbai Intercity Express,yellow-black taxi,4.4
1361,Bengaluru,"Rome, Italy",7,Mid-Range,Fast,"Vatican Museums, Trevi Fountain, Pantheon, St. Peter's Basilica","Hands-on pasta making class, Cycling the Appian Way",Vegetarian,Luzi Trattoria Colosseo,Cacio e Pepe pasta,Train,Rome Intercity Express,tram,4.3
1362,Pune,"Paris, France",7,Budget,Moderate,"Sacré-Cœur Basilica, Palace of Versailles, Eiffel Tower, Louvre Museum","Boutique shopping in Marais, Seine River twilight cruise, Climbing the Eiffel Tower summit",Vegetarian,Café de Flore,Croque-monsieur,Bus,Paris Intercity Express,walking,4.9
1363,London,"Rome, Italy",7,Luxury,Relaxed,"Vatican Museums, Trevi Fountain, Colosseum, Pantheon","Throwing coins in Trevi Fountain, Walking through bohemian Trastevere, Cycling the Appian Way",Mixed,Felice a Testaccio,Carbonara,Train,Rome Intercity Express,walking,5.0
1364,Mumbai,"Mumbai, Maharashtra",7,Mid-Range,Moderate,"Elephanta Island Caves, Haji Ali ocean mosque, Gateway of India, Dhobi Ghat Mahalaxmi","Watching Dabbawalas sort lunches, Renting bicycles in forest, Vectoring basalt cave temples",Mixed,Bademiya late-night grill,Spicy Vada Pav street food,Flight,Sichuan Airlines 3U-1800,walking,4.8
1365,Singapore,"Mumbai, Maharashtra",7,Mid-Range,Fast,"Dhobi Ghat Mahalaxmi, Gateway of India, Marine Drive Queen's Necklace, Elephanta Island Caves","Ferry ride across harbor, Renting bicycles in forest, Vectoring basalt cave temples",Non-Vegetarian,Bademiya late-night grill,Sev Puri / Bhel Puri snacks,Train,Mumbai Intercity Express,local train,5.0
1366,Chennai,"New Delhi, Delhi NCR",7,Budget,Moderate,"India Gate memorial, Red Fort, Qutub Minar","Bargain shopping in Connaught Place, Rickshaw ride in Chandni Chowk lanes",Vegetarian,Karim's Old Delhi,Butter Chicken with garlic naans,Flight,Air Canada AC-1437,private taxi,4.7
1367,Singapore,"Jaipur, Rajasthan",7,Luxury,Moderate,"City Palace, Amber Fort, Jantar Mantar","Traditional hand-block printing, Royal fort trekking",Mixed,Tapri The Tea House,Traditional sweet Malpua,Flight,Jet Airways 9W-2385,auto-rickshaw,4.2
1368,Ahmedabad,"Bali, Indonesia",7,Budget,Fast,"Uluwatu Cliff Temple, Kelingking Cliff Penida, Tegallalang Rice Terraces","Hiking Mount Batur at sunrise, Riding a giant valley swing, Participating in water purification",Vegetarian,Sun Sun Warung Ubud,Nasi Goreng,Flight,American Airlines AA-1489,walking,4.8
1369,Mumbai,"Kolkata, West Bengal",7,Budget,Relaxed,"Indian Museum, Princep Ghat Boating, Howrah Bridge, Victoria Memorial","Watching Hooghly sunset at Princep Ghat, Tasting Roshogollas at K.C. Das",Mixed,Peter Cat Park Street,Mishti Doi and Sandesh desserts,Bus,Kolkata Intercity Express,yellow taxi,4.9
1370,Mumbai,"Bali, Indonesia",7,Mid-Range,Fast,"Tirta Empul Water Temple, Tegallalang Rice Terraces, Ubud Monkey Forest, Uluwatu Cliff Temple","Participating in water purification, Sunset Kecak Fire Dance, Hiking Mount Batur at sunrise",Local,Jimbaran Beach Club,Grilled Red Snapper,Train,Bali Intercity Express,walking,4.9
1371,Tokyo,"Mumbai, Maharashtra",7,Mid-Range,Moderate,"Dhobi Ghat Mahalaxmi, Gateway of India, Haji Ali ocean mosque","Ferry ride across harbor, Renting bicycles in forest, Watching Dabbawalas sort lunches",Vegetarian,Trishna seafood diner,Butter Garlic Crab,Flight,Air Canada AC-1334,local train,4.3
1372,Chennai,"Jaipur, Rajasthan",7,Luxury,Moderate,"Nahargarh Fort, Jal Mahal Lake, City Palace, Jantar Mantar","Rajasthani folk dance evening, Royal fort trekking, Traditional hand-block printing",Local,Caffe Palladio,Dal Baati Churma Rajasthani,Bus,Jaipur Intercity Express,e-rickshaw,4.8
1373,Paris,"Kolkata, West Bengal",7,Luxury,Relaxed,"Science City, Howrah Bridge, Princep Ghat Boating, Victoria Memorial","Tasting Roshogollas at K.C. Das, Watching Hooghly sunset at Princep Ghat, Taking a yellow taxi ride over Howrah Bridge",Local,Peter Cat Park Street,Mishti Doi and Sandesh desserts,Bus,Kolkata Intercity Express,Kolkata Metro,4.7
1374,Dubai,"Paris, France",7,Budget,Moderate,"Luxembourg Gardens, Notre-Dame Cathedral, Palace of Versailles","Climbing the Eiffel Tower summit, Boutique shopping in Marais",Non-Vegetarian,La Maison Rose Montmartre,French Onion Soup,Train,Paris Intercity Express,RER train,4.8
1375,San Francisco,"Agra & Taj Mahal, UP",7,Luxury,Fast,"Mehtab Bagh sunset, Fatehpur Sikri, Tomb of Akbar, Taj Mahal","Marble-inlay souvenir shopping, spiritual chanting at temples",Local,Sheroes Hangout,Hot Mughlai chicken rolls,Train,Agra & Taj Mahal Intercity Express,auto-rickshaw,4.7
